Timestamp,Temperature,Precipitation,Wind Speed,Wind Direction
20220107T2000,36.59095,0.0,18.190845,253.57071
20220107T2100,36.51895,0.0,15.148536,253.70596
20220107T2200,36.73495,0.0,12.015077,245.82089
20220107T2300,35.780952,0.0,9.996378,220.46222
20220108T0000,37.292953,0.0,11.112869,229.8991
20220108T0100,37.940952,0.0,8.608573,204.56717
20220108T0200,36.10495,0.2,26.551783,230.81248
20220108T0300,37.77895,0.8,32.20334,249.67686
20220108T0400,36.73495,0.0,28.387945,257.71603
20220108T0500,36.356953,0.0,26.490465,265.156
20220108T0600,34.070953,0.0,26.15016,280.3487
20220108T0700,32.05495,0.0,27.374838,281.30994
20220108T0800,32.27095,0.0,21.615103,276.53662
20220108T0900,33.980953,0.0,20.152302,267.4552
20220108T1000,35.996952,0.0,17.523937,255.96376
20220108T1100,38.246952,0.0,13.45885,254.57785
20220108T1200,43.53895,0.0,13.617781,255.73549
20220108T1300,44.52895,0.0,14.855009,251.56506
20220108T1400,44.42095,0.0,14.01258,253.30075
20220108T1500,44.13295,0.0,13.782142,234.24612
20220108T1600,42.18895,0.0,15.514085,222.66269
20220108T1700,41.81095,0.0,17.930408,229.55377
20220108T1800,40.83895,0.1,21.521141,226.6847
20220108T1900,40.69495,0.1,22.632889,222.99747
20220108T2000,40.91095,0.1,24.410295,221.28471
20220108T2100,41.39695,0.0,29.98913,220.46222
20220108T2200,42.33295,0.7,31.90674,220.16559
20220108T2300,42.224953,0.3,36.70212,224.01224
20220109T0000,43.55695,0.5,39.72562,242.13628
20220109T0100,41.954952,0.6,29.3755,253.63509
20220109T0200,39.34495,0.6,31.528109,254.78055
20220109T0300,35.97895,1.5,30.425625,270.84253
20220109T0400,38.030952,0.1,27.624126,275.1104
20220109T0500,37.61695,0.0,26.358858,276.82346
20220109T0600,37.274952,0.0,23.73789,272.70062
20220109T0700,36.572952,0.0,20.152302,267.4552
20220109T0800,37.292953,0.0,18.652615,264.4945
20220109T0900,38.98495,0.0,18.355148,267.90475
20220109T1000,40.60495,0.0,18.57196,268.61966
20220109T1100,40.83895,0.0,17.147251,277.49585
20220109T1200,41.01895,0.0,13.512651,276.65442
20220109T1300,42.044952,0.1,12.820983,276.009
20220109T1400,41.52295,0.0,11.857873,268.91907
20220109T1500,40.92895,0.0,10.187275,261.1582
20220109T1600,39.056953,0.1,8.08398,255.57922
20220109T1700,37.634953,0.6,5.3171372,255.37914
20220109T1800,35.85295,0.7,6.0851245,252.89728
20220109T1900,36.23095,0.5,4.529451,290.22485
20220109T2000,35.654953,0.5,5.1643686,287.65012
20220109T2100,35.09695,0.2,6.3664327,288.43494
20220109T2200,35.49295,0.1,6.327011,315.0
20220109T2300,35.258953,0.3,8.1915865,325.008
20220110T0000,34.808952,0.4,7.8292766,323.13013
20220110T0100,35.960953,0.0,10.311767,347.4712
20220110T0200,33.20695,0.0,8.300812,345.96375
20220110T0300,32.66695,0.0,7.147703,339.8637
20220110T0400,33.72895,0.0,6.65089,340.3462
20220110T0500,33.890953,0.0,6.4056106,335.22485
20220110T0600,33.78295,0.0,5.241309,320.19443
20220110T0700,33.72895,0.0,4.1247067,310.60132
20220110T0800,34.016953,0.0,4.4401917,310.91437
20220110T0900,35.04295,0.0,4.926341,320.52753
20220110T1000,36.10495,0.0,6.215303,329.7436
20220110T1100,36.77095,0.0,7.1055746,331.8214
20220110T1200,38.26495,0.0,5.632462,353.15723
20220110T1300,39.81295,0.0,4.1247067,12.528809
20220110T1400,40.51495,0.0,3.325445,42.27368
20220110T1500,40.676952,0.0,3.5369067,55.304832
20220110T1600,39.90295,0.0,3.9575443,42.70938
20220110T1700,37.43695,0.0,5.807424,74.35776
20220110T1800,33.584953,0.0,4.4961867,95.71059
20220110T1900,32.32495,0.0,2.8295255,108.434944
20220110T2000,31.334951,0.0,2.122144,108.434944
20220110T2100,30.920952,0.0,2.409254,111.80141
20220110T2200,30.77695,0.0,2.122144,108.434944
20220110T2300,30.560951,0.0,2.2369363,89.99999
20220111T0000,30.254951,0.0,1.9112393,69.443954
20220111T0100,30.29095,0.0,0.5001942,26.565033
20220111T0200,29.984951,0.0,0.89477456,360.0
20220111T0300,29.732952,0.0,1.9112393,339.44397
20220111T0400,29.660952,0.0,1.6130778,326.30994
20220111T0500,29.336952,0.0,2.0623534,310.60132
20220111T0600,28.850952,0.0,2.5009708,296.56506
20220111T0700,28.13095,0.0,3.6688483,307.5686
20220111T0800,28.14895,0.0,4.1247067,310.60132
20220111T0900,30.668951,0.0,1.8034757,330.25513
20220111T1000,33.45895,0.0,2.693628,4.7636414
20220111T1100,34.682953,0.0,4.479461,2.8624115
20220111T1200,39.128952,0.0,10.820853,60.25511
20220111T1300,40.154953,0.0,10.01638,66.29735
20220111T1400,40.74895,0.0,10.263126,73.53998
20220111T1500,39.77695,0.0,9.006273,75.61861
20220111T1600,37.40095,0.0,6.7294245,68.55225
20220111T1700,34.44895,0.0,6.023135,58.671295
20220111T1800,31.604952,0.0,4.6061335,60.945396
20220111T1900,30.416952,0.0,3.3027968,61.699234
20220111T2000,30.146952,0.0,2.7213504,80.537674
20220111T2100,30.020952,0.0,2.409254,68.19859
20220111T2200,29.696953,0.0,2.214454,44.999985
20220111T2300,29.102951,0.0,3.1792839,50.7106
20220112T0000,28.508951,0.0,3.3554044,53.130096
20220112T0100,27.968952,0.0,3.00949,48.01277
20220112T0200,27.28495,0.0,3.6414688,42.510437
20220112T0300,26.600952,0.0,3.325445,47.726303
20220112T0400,26.18695,0.0,2.693628,48.366455
20220112T0500,25.21495,0.0,2.8028734,28.610443
20220112T0600,24.368952,0.0,1.9112393,20.556046
20220112T0700,23.82895,0.0,1.2654023,44.999985
20220112T0800,23.990952,0.0,1.0003884,26.565033
20220112T0900,25.358952,0.0,1.7471032,320.19443
20220112T1000,27.212952,0.0,2.7305288,325.008
20220112T1100,28.886951,0.0,4.2028217,334.7989
20220112T1200,37.92295,0.0,6.3664327,18.434952
20220112T1300,36.30295,0.0,5.188535,352.5686
20220112T1400,36.24895,0.0,2.0132427,360.0
20220112T1500,36.24895,0.0,1.8034757,352.875
20220112T1600,35.94295,0.0,3.6138813,338.1986
20220112T1700,33.188953,0.0,3.1396897,355.91437
20220112T1800,30.57895,0.0,2.3030667,29.05458
20220112T1900,29.462952,0.0,2.5009708,63.43495
20220112T2000,29.066952,0.0,1.7895491,89.99999
20220112T2100,28.850952,0.0,2.7029006,65.55604
20220112T2200,28.52695,0.0,1.9112393,69.443954
20220112T2300,28.472952,0.0,1.1184682,89.99999
20220113T0000,28.52695,0.0,1.8034757,82.874985
20220113T0100,28.32895,0.0,2.2480934,95.71059
20220113T0200,27.824951,0.0,2.693628,94.76365
20220113T0300,27.176952,0.0,2.2480934,95.71059
20220113T0400,26.87095,0.0,2.0132427,89.99999
20220113T0500,26.456951,0.0,1.6285142,74.054596
20220113T0600,25.970951,0.0,1.3421619,360.0
20220113T0700,25.250952,0.0,1.6285142,344.0546
20220113T0800,25.448952,0.0,1.7035999,336.8014
20220113T0900,27.014952,0.0,2.1103215,302.00537
20220113T1000,28.92295,0.0,2.6086936,329.03625
20220113T1100,30.722952,0.0,3.2570283,344.0546
20220113T1200,36.98695,0.0,3.829018,6.7098236
20220113T1300,37.86895,0.0,3.5790982,360.0
20220113T1400,38.62495,0.0,3.1317108,360.0
20220113T1500,38.71495,0.0,2.5009708,349.69516
20220113T1600,37.850952,0.0,3.3554044,323.13013
20220113T1700,35.88895,0.0,2.5009708,333.43497
20220113T1800,34.412952,0.0,1.1406182,348.69006
20220113T1900,33.81895,0.0,1.3421619,270.0
20220113T2000,33.47695,0.0,1.5658554,270.0
20220113T2100,33.02695,0.0,0.89477456,270.0
20220113T2200,33.02695,0.0,0.22369364,270.0
20220113T2300,32.81095,0.0,0.22369364,180.0
20220114T0000,32.648952,0.0,1.4323381,128.6598
20220114T0100,32.41495,0.0,2.4707768,84.805565
20220114T0200,31.17295,0.0,2.693628,85.23635
20220114T0300,30.218952,0.0,3.2028055,102.09476
20220114T0400,29.876951,0.0,2.4196167,123.69006
20220114T0500,29.984951,0.0,1.8034757,119.74488
20220114T0600,29.966951,0.0,1.3043468,120.96376
20220114T0700,29.732952,0.0,1.1406182,101.30993
20220114T0800,30.560951,0.0,0.70738137,108.434944
20220114T0900,33.260952,0.0,0.22369364,180.0
20220114T1000,35.52895,0.0,0.5001942,63.43495
20220114T1100,37.56295,0.0,1.1184682,53.130096
20220114T1200,40.44295,0.0,3.472659,75.06858
20220114T1300,42.85495,0.0,3.68925,75.96376
20220114T1400,44.42095,0.0,3.9066417,76.75948
20220114T1500,44.42095,0.0,3.536907,71.56504
20220114T1600,43.73695,0.0,4.3202415,68.7495
20220114T1700,41.70295,0.0,4.562473,78.69006
20220114T1800,38.300953,0.0,4.250179,89.99999
20220114T1900,36.28495,0.0,2.9844453,102.99461
20220114T2000,35.024952,0.0,1.8981035,135.0
20220114T2100,33.350952,0.0,1.7895491,180.0
20220114T2200,32.19895,0.0,1.4147627,161.56505
20220114T2300,32.05495,0.0,1.6130778,123.69006
20220115T0000,31.766953,0.0,1.6285142,105.9454
20220115T0100,31.622952,0.0,2.0007768,116.56505
20220115T0200,31.730951,0.0,2.0623534,130.60129
20220115T0300,31.910952,0.0,1.7471032,129.80557
20220115T0400,32.19895,0.0,1.5005826,116.56505
20220115T0500,33.008953,0.0,2.9166083,122.47119
20220115T0600,35.600952,0.0,5.803115,117.55281
20220115T0700,34.79095,0.0,7.6088724,114.30454
20220115T0800,34.43095,0.0,8.905704,115.27772
20220115T0900,36.12295,0.0,10.115801,108.03428
20220115T1000,38.06695,0.0,10.85087,104.322716
20220115T1100,40.010952,0.0,10.629567,98.471146
20220115T1200,42.530952,0.0,7.6873837,98.36588
20220115T1300,44.58295,0.0,6.714536,91.90914
20220115T1400,45.64495,0.0,6.0438695,87.8789
20220115T1500,45.06895,0.0,5.1108,66.8014
20220115T1600,43.322952,0.0,5.105902,61.18921
20220115T1700,38.98495,0.0,5.265123,77.73522
20220115T1800,34.64695,0.0,4.0820255,99.46232
20220115T1900,33.87295,0.0,2.693628,138.36646
20220115T2000,34.322952,0.0,3.325445,137.72632
20220115T2100,34.718952,0.0,3.4942064,129.80557
20220115T2200,35.168953,0.0,2.8646762,128.6598
20220115T2300,35.510952,0.0,3.4071999,113.19859
20220116T0000,35.780952,0.0,3.6138813,111.80141
20220116T0100,35.81695,0.0,3.1156914,111.03751
20220116T0200,35.31295,0.0,2.2369363,126.869896
20220116T0300,35.204952,0.0,2.6843238,180.0
20220116T0400,34.30495,0.0,4.3948827,194.74356
20220116T0500,33.02695,0.0,4.818508,201.8014
20220116T0600,32.81095,0.0,4.302833,207.89728
20220116T0700,33.24295,0.0,3.1156914,201.0375
20220116T0800,33.620953,0.0,2.46063,180.0
20220116T0900,36.15895,0.0,1.844625,255.96376
20220116T1000,39.59695,0.0,6.9668984,275.52753
20220116T1100,41.954952,0.0,10.408366,278.65253
20220116T1200,40.74895,0.0,11.07227,278.1301
20220116T1300,41.68495,0.0,11.931492,276.4588
20220116T1400,41.84695,0.0,11.29376,277.9696
20220116T1500,40.946953,0.0,9.171439,282.6804
20220116T1600,38.75095,0.0,7.4995775,287.35403
20220116T1700,38.210953,0.0,6.9489193,266.30862
20220116T1800,37.544952,0.0,6.729425,254.57785
20220116T1900,37.86895,0.0,6.315137,247.0679
20220116T2000,38.390953,0.0,5.0268893,237.72437
20220116T2100,38.31895,0.0,3.9130404,210.96376
20220116T2200,38.10295,0.0,2.8646762,218.65982
20220116T2300,37.292953,0.0,2.377896,221.18593
20220117T0000,37.86895,0.0,3.00949,228.01279
20220117T0100,39.34495,0.0,4.4062533,246.0375
20220117T0200,39.72295,0.0,7.993723,252.07208
20220117T0300,39.50695,0.0,9.783879,259.46082
20220117T0400,39.614952,0.0,8.724051,270.0
20220117T0500,39.272953,0.0,8.749825,274.3987
20220117T0600,38.606953,0.0,8.726919,271.4688
20220117T0700,38.26495,0.0,7.6055837,270.0
20220117T0800,38.822952,0.0,8.052971,270.0
20220117T0900,40.42495,0.0,8.724051,270.0
20220117T1000,42.02695,0.0,8.547321,276.009
20220117T1100,43.44895,0.0,9.495788,285.01837
20220117T1200,43.502953,0.0,9.239387,276.95297
20220117T1300,44.13295,0.0,9.495788,285.01837
20220117T1400,44.31295,0.0,9.712014,284.6764
20220117T1500,43.73695,0.0,9.347075,291.0375
20220117T1600,41.81095,0.0,7.073814,288.43497
20220117T1700,39.29095,0.0,6.9345026,270.0
20220117T1800,37.74295,0.0,5.9226027,259.11447
20220117T1900,37.18495,0.0,4.818508,248.1986
20220117T2000,37.31095,0.0,4.160942,233.74615
20220117T2100,37.99495,0.0,2.5505,217.87498
20220117T2200,37.760952,0.0,1.5817528,171.8699
20220117T2300,37.43695,0.0,1.4323381,141.34018
20220118T0000,37.09495,0.0,2.5505,105.25512
20220118T0100,36.73495,0.0,4.051264,96.34019
20220118T0200,35.024952,0.0,4.7028894,92.72631
20220118T0300,33.24295,0.0,4.951669,108.434944
20220118T0400,33.78295,0.0,4.7188225,121.429565
20220118T0500,33.24295,0.0,2.7029006,114.44395
20220118T0600,33.36895,0.0,2.5009708,100.30484
20220118T0700,32.54095,0.0,2.9166079,94.398705
20220118T0800,33.08095,0.0,2.9166079,94.398705
20220118T0900,34.93495,0.0,2.7213504,80.537674
20220118T1000,39.002953,0.0,8.08398,75.57923
20220118T1100,41.99095,0.0,12.106352,73.90918
20220118T1200,43.26895,0.0,10.135568,67.96376
20220118T1300,44.24095,0.0,9.556196,73.68614
20220118T1400,44.114952,0.0,8.958922,87.137596
20220118T1500,43.142952,0.0,7.6055837,89.99999
20220118T1600,40.71295,0.0,7.466141,98.61565
20220118T1700,38.10295,0.0,7.4359207,96.911224
20220118T1800,36.15895,0.0,6.0851245,107.10272
20220118T1900,34.79095,0.0,5.105902,118.81079
20220118T2000,33.54895,0.0,4.5898094,136.97493
20220118T2100,33.314953,0.0,5.149814,124.38034
20220118T2200,33.044952,0.0,6.5332327,128.04704
20220118T2300,32.54095,0.0,6.639595,122.61925
20220119T0000,32.32495,0.0,7.1055746,118.17859
20220119T0100,32.45095,0.0,8.065389,123.69006
20220119T0200,31.298952,0.0,7.446008,122.73523
20220119T0300,30.506952,0.0,6.105648,118.442924
20220119T0400,30.182951,0.0,5.803115,117.55281
20220119T0500,30.218952,0.0,6.231383,111.03751
20220119T0600,30.488953,0.0,6.579027,107.818886
20220119T0700,30.506952,0.0,5.447296,109.17901
20220119T0800,31.874952,0.0,5.447296,109.17901
20220119T0900,36.446953,0.0,3.3554044,216.8699
20220119T1000,41.93695,0.0,10.444361,260.1342
20220119T1100,41.52295,0.0,11.736989,262.3332
20220119T1200,43.628952,0.0,8.724051,270.0
20220119T1300,45.23095,0.0,10.534996,266.34778
20220119T1400,45.140953,0.0,12.526843,270.0
20220119T1500,43.84495,0.0,12.908499,278.97263
20220119T1600,41.18095,0.0,10.820854,277.125
20220119T1700,38.46295,0.0,7.829277,270.0
20220119T1800,36.68095,0.0,8.164051,260.5377
20220119T1900,35.40295,0.0,8.357883,254.47589
20220119T2000,35.18695,0.0,8.2494135,257.4712
20220119T2100,35.63695,0.0,6.770198,262.40536
20220119T2200,36.086952,0.0,8.735516,272.93567
20220119T2300,36.140953,0.0,10.088558,266.1859
20220120T0000,36.12295,0.0,11.0360565,252.29958
20220120T0100,36.71695,0.0,12.504854,259.69516
20220120T0200,36.42895,0.0,12.402394,262.74683
20220120T0300,36.33895,0.0,12.327529,258.48618
20220120T0400,36.12295,0.2,12.311282,267.91745
20220120T0500,34.88095,0.6,11.193625,272.29062
20220120T0600,34.97095,0.3,12.211296,278.42697
20220120T0700,34.35895,0.2,12.478817,284.53445
20220120T0800,34.75495,0.2,11.249366,287.35403
20220120T0900,36.73495,0.0,8.947745,306.8699
20220120T1000,38.120953,0.0,7.446008,327.26477
20220120T1100,39.54295,0.0,8.105616,332.02054
20220120T1200,40.17295,0.0,10.970114,286.58734
20220120T1300,40.62295,0.0,11.249366,287.35403
20220120T1400,40.73095,0.0,11.393013,313.40887
20220120T1500,39.182953,0.1,12.450716,342.21613
20220120T1600,38.66095,0.0,14.048244,350.83765
20220120T1700,36.46495,0.0,10.598924,352.725
20220120T1800,33.85495,0.0,8.08398,345.57922
20220120T1900,32.41495,0.0,5.3171372,337.75098
20220120T2000,31.838951,0.0,3.809365,319.76367
20220120T2100,31.532951,0.0,3.325445,317.72632
20220120T2200,31.154951,0.0,3.9066417,336.37064
20220120T2300,31.082952,0.0,4.1789417,344.4759
20220121T0000,30.614952,0.0,3.9638612,343.61047
20220121T0100,30.182951,0.0,4.3433447,348.11133
20220121T0200,29.624952,0.0,4.0820255,350.5377
20220121T0300,29.246952,0.0,3.4218547,11.309921
20220121T0400,28.976952,0.0,3.00949,48.01277
20220121T0500,28.580952,0.0,3.6069515,82.874985
20220121T0600,28.238953,0.0,3.8615508,100.00798
20220121T0700,27.518951,0.0,2.9166083,147.52881
20220121T0800,27.55495,0.0,1.8034757,187.12502
20220121T0900,29.390951,0.0,1.3043468,239.03624
20220121T1000,30.938951,0.0,1.4147627,341.56506
20220121T1100,32.14495,0.0,2.0132427,360.0
20220121T1200,39.56095,0.0,1.7035999,23.198593
20220121T1300,42.710953,0.0,0.22369364,89.99999
20220121T1400,42.49495,0.0,1.5817528,351.8699
20220121T1500,38.04895,0.0,3.829018,6.7098236
20220121T1600,37.16695,0.0,4.7028894,2.7262878
20220121T1700,35.15095,0.0,5.632462,6.8427734
20220121T1800,32.864952,0.0,3.2261555,33.690063
20220121T1900,32.162952,0.0,3.1635056,135.0
20220121T2000,32.522953,0.0,3.0425625,143.97263
20220121T2100,32.88295,0.0,2.0007768,153.43495
20220121T2200,33.15295,0.0,0.89477456,180.0
20220121T2300,33.24295,0.0,0.67108095,180.0
20220122T0000,32.97295,0.0,1.204627,158.1986
20220122T0100,32.88295,0.0,2.9080172,180.0
20220122T0200,31.802952,0.0,4.7028894,205.34618
20220122T0300,31.442951,0.0,5.0616093,225.0
20220122T0400,31.964952,0.0,6.3977942,233.53076
20220122T0500,31.244951,0.0,6.959713,225.0
20220122T0600,31.226952,0.0,7.0738134,235.30484
20220122T0700,31.802952,0.0,8.108701,245.55606
20220122T0800,33.45895,0.0,10.748939,257.98853
20220122T0900,35.45695,0.0,12.311282,267.91745
20220122T1000,38.08495,0.0,11.463071,275.59933
20220122T1100,39.47095,0.0,12.153792,276.34018
20220122T1200,37.59895,0.0,1.204627,338.1986
20220122T1300,39.14695,0.0,1.204627,338.1986
20220122T1400,40.280952,0.0,3.0425622,342.89728
20220122T1500,40.65895,0.0,3.8615508,349.992
20220122T1600,40.11895,0.0,3.2028055,347.90524
20220122T1700,38.80495,0.0,2.9166079,355.60132
20220122T1800,37.292953,0.0,2.2812364,348.69006
20220122T1900,35.92495,0.0,1.6285142,285.9454
20220122T2000,35.43895,0.0,1.6130778,236.30994
20220122T2100,35.36695,0.0,0.9223125,165.96376
20220122T2200,35.078953,0.0,1.5005826,116.56505
